4435	1202	5
9882	4833	5
4621	4644	3
7390	17030	4
7341	3612	5
4438	3208	4
4473	12396	3
6705	5591	4
7394	16792	4
8209	12059	5
8315	49	1
9444	15893	4
9032	5510	3
8330	6737	4
52	15138	4
2298	2983	4
4094	7882	4
1580	12753	3
2017	15250	3
1761	14734	5
8890	14302	5
7888	6513	4
6535	452	3
9075	12192	4
139	632	4
4462	14395	4
8805	12237	4
6562	16742	5
64	8760	4
8251	14018	3
9204	510	5
3654	6072	4
130	7667	5
7492	4550	3
2185	4753	3
2225	12316	4
7289	14282	5
3012	16325	4
9552	9540	3
7570	1001	4
10540	8412	4
3971	2285	3
7879	12072	4
5389	3303	3
10425	16769	4
5027	8691	5
6818	16132	4
5342	6294	3
6973	9014	3
3910	10495	3
4782	4601	3
3339	2319	5
4309	5256	4
8684	4040	4
1211	5332	5
9464	4473	3
5698	7496	3
10505	6891	5
109	3283	3
3860	9192	5
5095	2714	4
1812	8569	3
1560	6474	4
5693	15599	5
9644	7178	2
9090	9142	4
2225	8750	5
790	3214	3
604	13794	4
8426	15042	3
10040	11577	4
8076	9875	4
10002	15501	3
7157	6314	4
3329	9975	4
5457	8274	4
8003	13882	4
7828	14642	4
2555	14157	4
4944	7689	4
3691	17686	4
2451	14398	5
5019	6663	4
2150	2658	4
5452	16143	3
4704	1378	3
2798	3040	3
8111	11430	5
7333	10424	3
5772	13665	3
7655	6458	4
5751	16485	4
927	14904	4
9438	13317	5
8642	8879	3
8779	886	4
1590	1222	4
3840	4753	3
6204	7848	2
7136	1514	3
9134	3540	3
8752	2673	5
2114	13897	4
2099	14385	4
10044	6244	4
8125	302	5
3712	2319	3
7844	5165	5
6550	3378	5
8410	9840	4
4188	8207	5
770	16797	2
1089	12698	4
2457	9573	4
4247	17197	4
959	11412	4
7456	241	4
2553	7245	3
924	9610	5
1128	4286	5
8701	10849	1
4449	5425	4
9908	10030	4
8198	349	5
6018	2024	3
1298	11646	5
2959	4247	3
3048	11097	5
9485	15927	4
3616	4604	4
3165	14833	5
8591	3303	5
5979	10485	3
6656	5416	3
10131	10454	3
2289	17021	5
8690	10740	4
8043	3636	3
9766	12939	3
4345	7731	4
9111	4993	4
5844	15767	3
7100	15543	4
8954	2863	3
10342	11049	5
1719	371	5
4059	9958	3
9694	886	5
1487	6507	2
3686	7035	4
8288	670	3
511	15332	5
1427	9663	3
10221	8045	4
4227	6914	5
3001	11101	4
4443	11593	4
5124	13179	3
7694	9337	3
8710	11326	4
2618	16648	4
4091	13249	4
6021	15957	4
7394	1773	4
10449	8802	2
8117	3799	4
7812	5272	4
1616	16438	4
4892	5374	4
8318	1198	4
6748	10753	4
8678	3814	3
2387	10154	3
6748	10756	4
3626	3528	5
6325	14659	4
8602	13272	3
9123	8509	5
5781	17693	3
5371	8351	4
7789	16982	3
7967	16695	3
1215	11651	5
9561	4940	4
4040	14259	4
2872	17693	3
9976	3230	3
1144	13658	5
3159	8698	4
8744	16360	4
6002	11608	2
9948	111	4
7909	8552	3
1209	7756	5
2016	14556	4
5155	9540	5
9229	8964	4
1684	801	4
1404	11272	3
5133	6527	3
6443	4507	5
10042	3782	4
6436	7994	4
5232	12050	4
7237	8503	5
7856	3058	4
3836	10020	3
4149	8357	3
8143	15755	4
5577	17237	4
7938	10821	4
9281	4512	5
853	8879	3
5878	11556	4
5174	10195	4
5050	11283	4
6542	12222	4
1666	7638	3
3377	3217	5
7041	12823	4
4017	498	5
7556	13998	3
3754	9192	4
9742	8305	5
5357	7594	3
6040	7830	4
9978	8324	3
2138	8357	1
5479	1880	3
7717	14394	5
286	2893	5
6006	10195	4
5202	14914	5
3026	11867	4
5790	11198	3
7053	17339	4
3613	2319	4
466	1012	4
5288	3861	5
3279	17353	5
7377	14304	4
1937	6133	5
7440	7882	4
9065	782	1
1263	11642	4
2876	10031	3
7479	235	4
7464	10594	3
5596	5286	4
3834	13786	5
3834	13787	3
7144	15740	5
7789	5587	4
2527	7446	5
8119	12047	4
4681	15416	5
6974	915	3
10086	9213	1
9374	6152	4
49	1895	4
3032	6344	3
4892	8520	4
3219	2262	3
9099	4366	3
1036	3303	4
2475	9647	5
4953	4102	5
6502	5416	4
5942	13362	3
9324	12378	5
3401	7020	4
5938	7527	3
4743	1068	4
4629	12050	3
1263	16347	3
6084	4281	3
9709	17115	4
8689	3404	4
4715	16132	4
8145	16440	2
318	16679	4
8478	13727	1
3992	4364	4
9347	12058	4
7896	1033	5
1655	8460	3
1403	890	3
4633	1733	5
5243	7866	4
553	8705	4
2753	5786	4
5503	6308	5
2871	5504	5
1015	14186	4
4477	10629	4
9613	12	4
1879	13276	4
4010	15301	4
9884	3249	3
5411	7731	4
9076	13502	3
1885	17283	4
2455	16270	3
8982	1361	5
7853	13922	3
8307	6357	2
4344	8342	3
7841	8653	4
6359	12069	4
1464	11642	4
2102	3808	1
10113	17237	3
4345	12599	2
527	12384	4
53	8867	4
7577	7639	4
626	14716	4
2872	3623	3
1685	4510	5
2793	1098	5
1461	7661	5
5482	15007	3
4678	17660	3
4928	1794	4
4928	1795	3
387	5249	5
6008	10926	3
6592	170	4
7329	12059	3
8187	14318	5
7642	7924	4
2995	5189	4
10385	15879	4
5394	937	4
2995	5181	3
2969	14727	3
9733	9443	4
7127	4358	4
3577	6978	5
1694	6250	3
6265	9776	4
2572	16939	3
7832	10332	3
9892	16178	4
3828	8204	4
8680	12130	1
4938	4997	4
6412	6795	4
3844	5502	4
746	4090	4
6913	7329	4
8881	8321	5
99	13338	3
4501	4978	3
8946	4939	5
9896	1568	4
1498	11328	3
3984	11209	4
408	1591	4
7595	10222	4
6922	7950	1
2889	7667	5
3569	4175	4
2642	9537	3
10043	7577	3
3242	14373	4
9042	5135	4
5863	12999	3
8387	1116	3
1775	16485	5
4680	12192	4
5050	2173	4
4018	3303	4
1685	7761	5
8888	49	4
4692	7052	3
4601	6955	3
4659	1063	5
8412	16259	4
9512	16723	4
7789	6697	4
6671	10054	3
5704	459	4
6764	14881	1
5517	2528	4
4149	609	4
3834	10690	3
3332	15033	5
8870	5889	4
2803	2559	3
7306	3706	2
2422	9615	3
8484	6295	5
6128	6778	3
6408	2319	5
7789	406	3
6612	16485	5
4117	14932	3
9438	12939	5
6006	9628	4
9843	9880	4
5250	3041	4
1213	14335	4
481	15857	4
9635	14169	4
4510	17259	2
6017	3528	5
9955	14601	3
6600	16212	3
5696	2983	3
2975	427	4
7553	1116	3
9784	1662	4
1626	122	5
8901	12122	4
3242	15421	3
8079	6292	5
3242	4377	3
2595	6252	3
10221	899	4
5560	8313	5
2000	12069	5
9126	10855	4
2684	9887	3
2225	5735	2
5357	10301	3
7385	7237	4
6542	801	5
5863	12815	4
3242	17480	4
1952	5361	4
3369	9605	5
3858	478	1
1307	11291	4
6863	10301	4
6005	14719	3
2662	15917	4
1242	638	4
7570	15411	4
1328	1808	4
6423	9320	4
6273	17599	5
3692	14686	5
3135	13254	4
1465	8378	2
6235	701	5
4512	13200	4
6	1821	4
8522	14398	5
1844	1159	5
1623	362	3
8153	235	4
6722	1339	3
6309	13794	4
4674	1311	5
504	2673	5
10113	13577	4
2214	16204	5
1877	1215	2
5119	4236	5
2	6751	3
87	13472	5
8343	5713	2
804	12949	5
2746	5963	5
3859	1406	4
9787	6407	4
4679	4136	5
4982	16365	2
4117	10138	3
2689	488	3
8784	16430	4
8168	14932	4
9844	11642	5
3704	14159	4
8940	14793	3
10027	333	4
7385	6187	3
3950	14287	3
8055	11226	4
2783	8509	4
966	12316	3
278	2944	5
9968	10066	2
2351	4090	4
5652	6167	4
2182	13052	5
4345	8342	5
9289	2560	4
757	17178	4
2959	9826	4
8045	15654	5
2835	13238	4
318	801	5
3242	11422	3
3844	13346	3
787	5181	4
1266	9812	5
5942	5196	3
3768	11019	4
3026	3693	4
8876	14283	3
7374	356	5
2579	11438	3
3948	14900	4
1942	11319	4
8171	6604	5
9146	16283	5
745	2559	3
618	8680	4
8726	16596	4
8710	8521	4
9425	3612	2
7827	1325	3
5582	49	3
6212	276	4
2195	16661	4
10361	17356	4
3422	7779	4
6045	49	3
5269	13794	4
6198	13502	4
3232	4601	3
4775	1874	4
10238	9144	5
530	13690	2
4048	498	4
628	4753	3
696	11116	1
6349	16987	2
355	216	3
3429	6812	3
1593	8357	4
7933	498	4
8599	1932	5
9858	12303	4
6008	12159	4
3242	12197	3
412	14585	4
4076	181	3
5128	4562	3
1079	16560	2
6493	807	3
9496	7597	4
4123	12207	4
3344	7281	3
6033	8487	4
8251	11042	3
5079	5602	4
1067	2247	3
3451	10080	4
2430	7027	4
6773	11418	5
3857	3576	4
7348	10567	4
4038	2319	4
7219	5293	5
8281	4477	5
8817	6693	5
8098	1821	4
4459	3612	3
568	2446	4
4907	9192	4
7204	16513	3
1219	10367	3
8750	13597	3
4724	12909	3
1194	11128	3
7986	6252	4
2823	15372	3
8224	7265	4
6612	6797	5
2007	10756	3
853	4764	4
7933	9404	5
740	192	5
1775	9820	5
5802	3255	3
10251	9281	5
658	15538	4
4868	15096	3
1299	14686	4
3530	13909	5
2063	7481	4
4804	16283	5
9072	8970	4
614	8483	5
1499	10897	5
6731	14138	5
3954	6625	5
2460	4601	2
1989	4764	5
5312	4914	5
2569	16180	5
6297	11049	5
2563	7488	5
1748	2319	5
5054	16062	3
3409	7329	4
9666	11642	5
4223	15416	4
6139	14462	4
1468	2045	4
1278	13017	5
838	9847	4
9757	7688	1
8251	10397	5
9193	5745	4
1545	2319	4
9521	4939	4
7034	13057	2
4422	9540	5
4520	3657	5
979	6258	3
6404	4212	5
8278	11537	4
4623	2042	5
6313	16092	2
9618	7372	5
4141	8462	4
4963	13601	4
5161	2907	3
5798	2983	5
7306	15355	3
3587	9192	5
2760	16305	4
10002	5633	3
2832	8111	4
8253	15241	5
6006	13994	3
10469	11254	3
6521	4352	4
1075	5398	4
1684	12482	3
10405	11978	4
5137	49	3
3026	4950	4
7609	2565	4
3026	15306	4
460	3364	4
7515	6892	4
7634	8509	3
6498	7110	5
5264	3283	3
8376	3781	4
7198	4213	4
6582	2319	5
9591	4694	5
2522	8879	4
1840	6078	3
5611	6660	4
921	15241	4
9629	15987	4
2556	16363	3
4286	3964	1
2845	14904	4
1569	5305	1
8283	17166	3
1257	1994	3
2631	13794	4
1482	15884	4
5793	11969	5
1052	17126	5
8179	13932	4
4254	3127	5
8578	11049	5
2592	17478	3
721	841	4
5858	15138	2
10155	6075	4
10328	9237	4
4705	817	5
1927	5664	4
1009	13354	1
1387	7172	4
9134	17636	4
91	340	4
6716	5888	4
1002	16596	5
2029	9389	4
8482	3299	4
2787	17703	4
7587	8357	5
10231	6141	5
7122	7848	4
5902	1223	5
5745	9769	4
6644	2392	3
4329	15901	4
8435	11243	3
1678	5966	5
4783	3299	4
530	6088	2
4595	4997	3
8865	15570	3
2874	447	3
7775	7828	2
8597	10712	4
4144	3520	5
1767	1415	5
7827	8787	4
4103	6971	5
401	1898	5
5539	13613	3
2928	719	5
6696	14005	4
549	7765	4
10385	16203	4
584	12150	5
4525	15053	3
1782	13276	3
9791	10855	4
10471	3418	4
4315	4688	3
5791	2154	5
4525	8335	3
9919	17374	3
2406	17095	4
6985	6167	5
2614	17568	4
1880	16918	4
1487	1155	4
2765	27	3
141	9131	4
7880	17660	4
8119	6107	4
9022	8436	3
1098	7354	4
4448	3454	4
4326	2337	3
10193	5335	3
999	10332	4
8577	17353	4
318	5152	4
7813	16764	3
5545	13254	4
9491	13949	4
7610	294	4
8364	9233	3
8573	14091	3
5787	13383	3
9450	10515	4
746	9887	4
6023	1337	3
2918	3665	5
6749	16515	4
7535	13442	4
6443	3781	5
430	5332	4
3590	2673	4
10238	5510	5
5406	11380	3
3739	955	3
2244	1404	3
10094	2061	5
5727	2116	4
10454	7577	3
7789	6906	3
5057	8357	3
2554	10234	4
1684	8408	4
7634	11883	4
5408	16204	5
991	2474	5
7819	14410	4
1966	6971	3
1013	7245	4
10500	16204	5
9811	10098	4
3394	16871	3
7776	4601	3
3862	17209	4
8217	16904	4
7475	10152	4
1889	11687	3
10160	17320	1
1396	15893	5
4168	2174	2
323	16845	2
8207	4090	5
10463	8517	5
249	2786	4
1807	2673	3
2672	7961	5
1911	3154	4
6006	9546	3
10131	9812	4
8410	11240	5
7543	9800	4
3570	8888	5
10254	4987	5
836	9636	2
6872	2527	4
2491	487	4
4048	14490	4
4689	7062	4
4743	8045	4
812	16262	4
4276	13453	3
4742	7292	4
311	10682	3
3742	9615	4
4536	11283	3
8522	14400	5
7281	16898	4
6219	16438	3
7294	15917	4
9165	9605	4
10467	716	4
3247	276	3
9808	5502	3
1807	16729	2
6152	11917	4
919	886	3
7820	6479	4
2639	16528	3
7776	3374	3
2456	10026	3
9123	279	5
4048	9615	4
2473	7961	4
2838	5237	3
543	9404	4
7115	13472	4
5639	16468	5
8085	2640	1
6252	13070	5
2390	10686	4
6498	5962	5
1178	4551	4
9387	1253	3
1194	17353	4
5866	2666	3
7518	3612	3
1797	4718	4
9647	6494	4
8165	8149	5
5038	5916	4
2110	15406	5
249	5254	5
4043	14410	5
5310	8978	5
3121	2579	4
4756	11846	1
4982	6516	5
10467	7657	4
318	11089	5
7343	14380	5
4111	10555	4
1084	6600	3
4708	14904	4
8755	4233	3
9174	13147	3
7319	13020	3
6342	7386	4
6663	4848	4
1487	14302	4
10043	15280	3
2745	17703	4
10084	1202	4
10339	16003	3
7999	17282	4
95	3287	5
1219	14266	5
2790	3407	3
1358	5347	5
4892	5938	3
4336	468	4
7736	1494	4
9630	16819	3
4923	16656	5
9887	10146	4
5851	4129	3
339	13772	1
7497	4601	3
3506	16477	3
6161	13669	2
516	6880	4
9686	8062	3
9474	3214	4
6409	15908	3
4618	11210	3
6721	4358	5
3242	7524	3
419	17433	2
2517	10112	2
6474	10085	4
2255	4377	4
6197	13362	3
6306	10041	2
8623	15857	3
4772	16723	4
3990	9064	3
372	14106	4
1807	12722	3
5397	599	2
408	6735	4
4982	9869	4
10221	16035	4
4253	11802	4
593	6815	4
10283	2863	3
7149	12470	4
10316	10607	3
8038	12698	4
1249	762	4
3092	4997	4
3353	8788	3
1135	110	4
5892	13502	4
9313	849	4
3200	12514	5
3200	12516	4
3242	2447	2
914	17333	4
6505	8759	1
4190	2028	4
7700	11364	1
3680	6694	4
2029	17095	3
34	8099	3
4054	3861	5
2692	17156	4
667	406	3
9620	9812	4
10197	11663	1
5452	8503	5
3065	4007	3
5503	11	3
8229	17306	3
3476	3542	1
7444	12525	3
7294	17533	5
4512	17437	4
6220	11199	4
8373	16485	4
1112	817	3
1644	2790	1
9895	7734	3
8165	11861	4
10524	12999	4
8322	6376	4
7807	10234	4
950	1508	3
3521	5734	5
9889	9605	3
8373	4978	5
7841	11134	3
2889	9106	5
42	4507	3
7803	4997	5
2407	3284	5
2354	2063	2
5270	13692	3
10438	13674	4
6422	509	4
9192	5596	4
9876	12823	4
597	5770	3
4128	17703	4
8312	6072	4
8410	1725	5
68	2858	5
6153	6960	3
3971	341	2
9513	9311	3
8390	11121	5
8639	7167	4
2247	5684	3
7559	15789	4
955	10477	3
1593	2476	5
10173	15181	4
1507	16357	4
4027	7502	5
4975	13845	3
5414	3695	3
3534	2559	5
3547	176	3
9105	7386	4
3620	3979	5
2351	1969	4
4345	2859	5
399	1749	4
3468	3303	5
7358	5694	5
5194	15781	4
8046	8664	1
1128	7329	5
5016	15377	4
1913	3303	4
1565	16485	5
9084	4579	3
5093	11816	3
7545	570	5
7608	12622	4
5948	14815	3
9349	5081	4
9134	9776	4
7059	2559	5
1694	12736	4
6281	8350	4
8717	9337	4
778	10693	3
62	13964	3
9165	7116	3
6123	24	5
39	7805	3
8836	15331	4
5660	14585	4
10151	10698	4
1373	452	4
10381	10474	4
3797	5065	3
1343	4839	4
8690	7848	3
4866	6083	4
7522	2492	5
4790	13204	5
2973	8357	5
746	14963	4
795	11868	5
1717	3101	4
1267	15364	3
8192	16904	4
7416	16018	5
5642	3266	3
10040	14267	4
7513	1360	4
2952	6376	4
3818	2440	4
4031	15148	3
3015	1058	3
6683	7839	3
3850	11391	4
1894	7329	4
6811	5607	4
1800	15963	5
9848	5332	4
2390	5135	4
7968	15041	5
3535	468	4
3084	5122	4
7445	11171	4
2344	1308	3
6779	9663	4
10479	1626	5
10062	328	3
1531	1369	3
8098	2561	5
5297	9019	4
1568	16002	4
3648	13550	4
5781	13017	4
4485	3073	4
10534	17703	5
6347	15053	4
4790	12556	4
3648	17142	5
7702	15096	3
6832	6600	4
10490	5064	3
8081	2514	5
4105	921	5
4125	13564	3
6502	13298	3
9778	16134	5
4133	4557	3
8314	4507	3
3768	17522	4
172	15297	4
169	864	4
4512	9356	4
10527	4601	4
6542	13866	3
7518	294	3
7336	13335	4
9924	3247	4
6664	16041	3
7544	10961	5
637	15749	4
7474	14473	4
8399	6501	4
663	8028	5
8990	14958	4
572	6246	4
5430	6056	3
9565	6902	4
592	17474	4
10475	17030	4
1531	9599	2
1483	1120	4
9339	279	3
3045	5591	3
9134	10266	3
7475	7969	4
1257	8766	2
4454	13276	4
8333	7618	4
7617	10332	4
83	8890	4
10328	12823	5
5085	5037	5
9607	16596	5
1437	16904	4
3552	15261	4
5194	12250	4
702	15792	5
557	9985	4
7756	6255	5
10199	7830	4
4512	1101	3
8689	13486	4
131	6507	3
3026	17056	4
3860	8219	5
5760	14147	3
2591	3664	4
4623	14686	5
7928	13043	5
9005	15074	5
8240	4631	3
8434	164	3
8684	13057	4
10003	14686	5
5302	7606	4
7034	49	3
9552	899	3
7294	7830	4
10480	5455	3
1911	11236	4
10480	5451	4
7727	8487	4
7158	10703	1
4137	14723	4
4064	3306	4
9368	15241	4
6693	4937	4
4407	891	4
3875	7638	5
618	4940	4
3982	9615	5
6405	8132	4
1585	1019	4
5026	6932	4
83	14256	4
5196	15867	3
1367	11326	4
169	1611	4
424	6348	1
3712	6916	4
9990	17365	3
5054	4012	2
5316	15599	5
10269	6144	3
8262	7592	4
6783	16543	4
3306	9443	4
8191	231	5
2150	14267	3
6647	8171	3
1403	10876	4
5503	11655	5
134	16204	5
237	6022	3
2563	12951	3
9098	11802	4
5621	16143	3
6178	6164	3
7265	7274	4
18	11695	4
8689	12117	4
5672	17437	4
6072	2847	4
4982	14068	4
3386	3994	4
3425	6896	5
982	7487	4
5063	6597	3
8324	11671	4
9948	899	3
3790	9256	3
7985	11199	4
1732	11434	3
9121	13042	4
8410	2893	4
8961	4271	3
1552	8483	3
3013	12534	4
9146	5911	3
1709	9656	4
10271	7597	3
150	6622	4
3293	10257	3
9617	9281	5
2941	1575	5
3275	12974	4
2969	16260	4
1692	1476	5
5446	49	3
6533	5351	4
5338	4553	5
8311	1492	4
5513	17203	5
7154	15292	4
5446	5010	4
4898	4137	5
432	10533	3
1573	3208	5
8933	16101	4
231	11199	3
3638	9540	4
5630	10892	4
7113	4177	3
1425	4286	4
8837	577	4
10390	2091	4
3604	5502	3
576	12112	4
5717	2037	4
7058	9898	5
1324	4604	4
4704	11676	4
2915	1187	4
3184	8487	4
8250	10480	4
2941	15443	4
8533	7737	3
3556	12122	3
381	2859	4
4355	7705	1
1994	10237	2
5006	17437	4
8269	12	5
9048	11049	4
9337	16063	4
2926	4455	4
4131	12994	4
10370	7287	3
10009	560	2
2342	14801	4
2926	4459	5
4411	15214	5
4329	15250	4
1144	4507	3
1183	6902	5
7525	6179	3
3827	1202	3
10002	2858	3
3669	4978	4
5743	8959	3
10002	2852	4
1974	932	3
2804	11349	3
7385	13674	4
8329	13102	4
5530	13834	4
7900	1957	4
1827	5816	5
880	15650	4
1951	7344	4
6283	13145	3
2644	14304	5
3875	2714	4
2486	14535	5
7406	14302	4
6128	3459	4
7967	14672	4
594	6560	3
5006	3584	4
1367	9175	3
3154	16515	5
6058	13721	5
2718	2528	3
5357	14585	3
5959	12941	3
7319	9223	4
4804	15061	4
7189	4713	4
8240	15241	4
4322	10661	4
4322	10662	5
10206	2952	4
3736	6150	3
4516	14802	3
2733	2592	5
4229	4753	3
1267	1329	4
7277	9636	4
3339	3287	4
1764	9191	4
1759	3545	3
4012	7020	4
8952	12753	3
5264	4286	4
8410	3393	3
10393	14979	3
5662	1378	3
6724	11677	4
2766	7987	4
1569	1061	3
1306	13549	4
1292	15241	5
5839	15691	5
8624	3278	4
2612	15217	3
3971	6692	3
10539	7737	4
8634	17545	4
290	12815	3
661	15370	5
3319	17513	3
8412	2605	4
9951	13996	4
9864	13078	3
10492	13552	3
2726	14385	4
721	3510	3
4737	15250	5
3884	8956	4
4430	3872	4
4117	8205	3
3216	10715	4
6417	6035	5
10303	14262	4
4595	949	3
1995	4281	5
7994	14108	5
2896	5569	3
689	4346	5
5551	11364	4
7417	12974	4
2723	5361	5
3624	11364	4
8005	1631	3
2662	8342	4
1807	8735	4
3278	2228	4
845	14092	3
7979	1291	3
3557	8293	4
8532	14068	4
6507	10234	3
10065	7372	4
4621	15081	4
8005	6179	4
5925	11537	5
841	17313	3
4183	6930	3
7586	10740	4
427	5043	3
1523	5690	3
2943	4978	3
8191	3507	5
7464	15443	1
7789	12116	3
768	14615	5
1738	2635	1
9300	11227	1
6216	1257	3
2365	3471	4
5523	922	4
3370	5889	4
6133	11784	3
9388	7752	3
9349	15095	5
5803	6937	3
1555	5483	4
3923	1876	3
9450	6504	4
455	8160	4
3009	9605	5
5427	1116	5
8407	8739	5
8384	12612	5
8718	11969	5
2880	1297	4
8265	6258	4
